id,create_uid,write_uid,model,order,state,name,info,transient,create_date,write_date,is_mail_thread,is_mail_activity,is_mail_blacklist,website_form_default_field_id,website_form_label,website_form_key,website_form_access
588,,,account.cash.rounding,id,base,"{""en_US"": ""Account Cash Rounding""}","
    In some countries, we need to be able to make appear on an invoice a rounding line, appearing there only because the
    smallest coinage has been removed from the circulation. For example, in Switzerland invoices have to be rounded to
    0.05 CHF because coins of 0.01 CHF and 0.02 CHF aren't used anymore.
    see https://en.wikipedia.org/wiki/Cash_rounding for more details.
    ",f,,,f,f,f,,,,
589,,,account.incoterms,id,base,"{""en_US"": ""Incoterms""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
590,,,account.report,"sequence, id",base,"{""en_US"": ""Accounting Report""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
591,,,account.report.line,"sequence, id",base,"{""en_US"": ""Accounting Report Line""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
592,,,account.report.expression,id,base,"{""en_US"": ""Accounting Report Expression""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
593,,,account.report.column,"sequence, id",base,"{""en_US"": ""Accounting Report Column""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
594,,,account.report.external.value,"date, id",base,"{""en_US"": ""Accounting Report External Value""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
595,,,account.automatic.entry.wizard,id,base,"{""en_US"": ""Create Automatic Entries""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
596,,,account.unreconcile,id,base,"{""en_US"": ""Account Unreconcile""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
597,,,validate.account.move,id,base,"{""en_US"": ""Validate Account Move""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
598,,,account.move.reversal,id,base,"{""en_US"": ""Account Move Reversal""}","
    Account move reversal wizard, it cancel an account move by reversing it.
    ",t,,,f,f,f,,,,
599,,,account.resequence.wizard,id,base,"{""en_US"": ""Remake the sequence of Journal Entries.""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
30,,,ir.cron,cron_name,base,"{""en_US"": ""Scheduled Actions""}"," Model describing cron jobs (also called actions or tasks).
    ",f,,,f,f,f,,,,
104,,,res.users.apikeys.show,id,base,"{""en_US"": ""Show API Key""}"," The base model, which is implicitly inherited by all models. ",f,,,f,f,f,,,,
733,,,op.media,name,base,"{""en_US"": ""Media Details""}"," Main super-class for regular database-persisted Odoo models.

    Odoo models are created by inheriting from this class::

        class user(Model):
            ...

    The system will later instantiate the class once per database (on
    which the class' module is installed).
    ",f,,,f,f,f,,,,
600,,,account.financial.year.op,id,base,"{""en_US"": ""Opening Balance of Financial Year""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
601,,,account.setup.bank.manual.config,id,base,"{""en_US"": ""Bank setup manual config""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
602,,,account.move.send,id,base,"{""en_US"": ""Account Move Send""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
603,,,account.payment.register,id,base,"{""en_US"": ""Register Payment""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
604,,,account.tour.upload.bill,id,base,"{""en_US"": ""Account tour upload bill""}"," Model super-class for transient records, meant to be temporarily
    persistent, and regularly vacuum-cleaned.

    A TransientModel has a simplified access rights management, all users can
    create new records, and may only access the records they created. The
    superuser has unrestricted access to all TransientModel records.
    ",t,,,f,f,f,,,,
